"TYPE","id0","MEAN","STD","CNT","lemmas","definition","examples"
"src0","oewn-02581199-s",-1.5,1.0690449676496976,8.0,"['absurd', 'cockeyed', 'nonsensical', 'idiotic', 'ludicrous', 'laughable', 'derisory', 'ridiculous', 'preposterous']","so unreasonable as to invite derision","['the absurd excuse that the dog ate his homework', ""that's a cockeyed idea"", 'ask a nonsensical question and get a nonsensical answer', 'a contribution so small as to be laughable', 'it is ludicrous to call a cottage a mansion', 'a preposterous attempt to turn back the pages of history', 'her conceited assumption of universal interest in her rather dull children was ridiculous']"
"src0","oewn-05202142-n",1.25,1.2817398889233114,8.0,"['grip', 'grasp']","an intellectual hold or understanding","['a good grip on French history', 'they kept a firm grip on the two top priorities', 'he was in the grip of a powerful emotion', 'a terrible power had her in its grasp']"
"src0","oewn-00200866-r",2.0,1.0,9.0,"['victoriously']","in a victorious manner","['Virginia had defended her land victoriously']"
"src0","oewn-02478996-s",0.125,0.3535533905932738,8.0,"['true']","conforming to definitive criteria","['the horseshoe crab is not a true crab', 'Pythagoras was the first true mathematician']"
"src0","oewn-02627475-v",1.125,1.1259916264596033,8.0,"['make', 'constitute', 'form']","to compose or represent","['This wall forms the background of the stage setting', 'The branches made a roof', 'This makes a fine introduction']"
"src0","oewn-00120824-r",2.4285714285714284,0.7867957924694431,7.0,"['successfully']","with success; in a successful manner","['she performed the surgery successfully']"
"src0","oewn-00620568-v",0.5,0.7559289460184544,8.0,"['place', 'identify']","recognize as being; establish the identity of someone or something","[""She identified the man on the `wanted' poster""]"
"src0","oewn-02023568-v",0.14285714285714285,1.7728105208558367,7.0,"['invade', 'intrude on', 'obtrude upon', 'encroach upon']","to intrude upon, infringe, encroach on, violate","['This new colleague invades my territory', 'The neighbors intrude on your privacy']"
"src0","oewn-01156413-v",0.75,1.5811388300841898,8.0,"['fix', 'get', 'pay back', 'pay off']","take vengeance on or get even","[""We'll get them!"", ""That'll fix him good!"", 'This time I got him']"
"src0","oewn-00192803-v",-1.875,1.1259916264596033,8.0,"['petrify']","cause to become stonelike or stiff or dazed and stunned from fright","['The horror petrified his feelings', 'Fear petrified her thinking']"
"src0","oewn-00556362-n",0.625,0.7440238091428449,8.0,"['fit', 'burst']","a sudden flurry of activity (often for no obvious reason)","['a burst of applause', 'a fit of housecleaning']"
"src0","oewn-06782183-n",-1.0,1.0690449676496976,8.0,"['error', 'mistake']","part of a statement that is not correct","['the book was full of errors']"
"src0","oewn-02920481-a",-0.125,0.3535533905932738,8.0,"['differential']","involving or containing one or more derivatives","['differential equation']"
"src0","oewn-13456721-n",0.7777777777777778,1.855921454276674,9.0,"['attack']","the onset of a corrosive or destructive process (as by a chemical agent)","['the film was sensitive to attack by acids', 'open to attack by the elements']"
"src0","oewn-01013367-n",0.2857142857142857,0.7559289460184545,7.0,"['inventory', 'stock-taking', 'stocktaking', 'inventorying']","making an itemized list of merchandise or supplies on hand","['an inventory may be necessary to see if anything is missing', 'they held an inventory every month']"
"src0","oewn-02680572-n",0.5,0.9258200997725514,8.0,"['action mechanism', 'action']","the operating part that transmits power to a mechanism","['the piano had a very stiff action']"
"src0","oewn-00286401-n",0.7777777777777778,0.8333333333333334,9.0,"['step']","the act of changing location by raising the foot and setting it down","['he walked with unsteady steps']"
"src0","oewn-01429048-v",0.42857142857142855,0.7867957924694431,7.0,"['eff', 'hump', 'fuck', 'know', 'do it', 'make out', 'have it off', 'sleep together', 'sleep with', 'screw', 'lie with', 'have a go at it', 'have intercourse', 'get laid', 'have sex', 'get it on', 'make love', 'roll in the hay', 'be intimate', 'bed', 'love', 'jazz', 'bang', 'have it away', 'bonk']","have sexual intercourse with","['This student sleeps with everyone in her dorm', 'Adam knew Eve', 'Were you ever intimate with this man?']"
"src0","oewn-10700641-n",0.375,0.7440238091428449,8.0,"['survivor', 'subsister']","one who lives through affliction","['the survivors of the fire were taken to a hospital']"
"src0","oewn-00421502-v",1.0,1.2909944487358056,7.0,"['firm', 'tauten']","become taut or tauter","['Your muscles will firm when you exercise regularly', 'the rope tautened']"
"src0","oewn-04869613-n",1.2857142857142858,0.9511897312113419,7.0,"['steadiness']","freedom from wavering or indecision; constancy of resolve or conduct","['He trusted her clear steadiness that she would do what she said']"
"src0","oewn-10675559-n",0.375,1.0606601717798212,8.0,"['stiff']","an ordinary man","['a lucky stiff', 'a working stiff']"
"src0","oewn-00037921-n",0.375,1.1877349391654208,8.0,"['credit']","used in the phrase `to your credit' in order to indicate an achievement deserving praise","['she already had several performances to her credit']"
"src0","oewn-02752610-v",0.125,0.6408699444616557,8.0,"['carry']","have as an inherent or characteristic feature or have as a consequence","['This new washer carries a two year guarantee', 'The loan carries a high interest rate', 'this undertaking carries many dangers', ""She carries her mother's genes"", 'These bonds carry warrants', 'The restaurant carries an unusual name']"
"src0","oewn-01492094-v",-0.375,1.3024701806293193,8.0,"['put down', 'drop', 'discharge', 'drop off', 'unload', 'set down']","remove (cargo, people, etc.) from and leave","['unload the cargo', 'drop off the passengers at the hotel']"
"src0","oewn-00153897-s",-1.875,0.8345229603962802,8.0,"['dumb', 'speechless']","temporarily incapable of speaking","['struck dumb', 'speechless with shock']"
"src0","oewn-07232584-n",0.25,0.4629100498862757,8.0,"['account', 'report']","the act of informing by verbal report","['he heard reports that they were causing trouble', 'by all accounts they were a happy couple']"
"src0","oewn-00688780-v",0.125,0.6408699444616557,8.0,"['receive']","accept as true or valid","['He received Christ']"
"src0","oewn-01610349-v",0.375,0.7440238091428449,8.0,"['set']","fix in a border","['The goldsmith set the diamond']"
"src0","oewn-08398167-n",1.1428571428571428,1.4638501094227998,7.0,"['leadership', 'leaders']","the body of people who lead a group","['the national leadership adopted his plan']"
"src0","oewn-14322572-n",0.5,1.0690449676496976,8.0,"['twist', 'wrench', 'pull']","a sharp strain on muscles or ligaments","['the wrench to his knee occurred as he fell', 'he was sidelined with a hamstring pull']"
"src0","oewn-06643134-n",0.375,0.5175491695067657,8.0,"['wish', 'regard', 'compliments']","(usually plural) a polite expression of desire for someone's welfare","['give him my kind regards', 'my best wishes']"
"src0","oewn-02987805-a",-0.125,0.6408699444616557,8.0,"['functional']","relating to or based on function especially as opposed to structure","['the problem now is not a constitutional one; it is a functional one', 'delegates elected on a functional rather than a geographical basis']"
"src0","oewn-02427955-s",-1.75,0.8864052604279183,8.0,"['lost', 'bemused', 'preoccupied']","deeply absorbed in thought","['as distant and bemused as a professor listening to the prattling of his freshman class', 'lost in thought', 'a preoccupied frown']"
"src0","oewn-00626939-n",0.375,0.744023809142845,8.0,"['set', 'exercise set']","several exercises intended to be done in series","['he did four sets of the incline bench press']"
"src0","oewn-00080014-r",-1.875,1.885091888628092,8.0,"['passively']","in a passive manner","['he listened passively']"
"src0","oewn-00067445-r",0.14285714285714285,0.37796447300922725,7.0,"['beforehand', 'in advance', 'ahead']","ahead of time; in anticipation","['when you pay ahead (or in advance) you receive a discount', 'We like to plan ahead', 'should have made reservations beforehand']"
"src0","oewn-07348249-n",-1.25,1.3887301496588271,8.0,"['release', 'exit', 'loss', 'departure', 'passing', 'going', 'expiration']","euphemistic expressions for death","['thousands mourned his passing']"
"src0","oewn-02643286-v",-0.125,1.3562026818605373,8.0,"['stay', 'bide', 'abide']","dwell","['You can stay with me while you are in town', 'stay a bit longer--the day is still young']"
"src0","oewn-01214634-s",1.1428571428571428,0.8997354108424372,7.0,"['higher']","advanced in complexity or elaboration","['higher finance', 'higher mathematics']"
"src0","oewn-00054490-r",0.125,0.3535533905932738,8.0,"['presumptively', 'presumably']","by reasonable assumption","['presumably, he missed the train']"
"src0","oewn-00877534-s",1.5,0.7559289460184544,8.0,"['alert', 'spanking', 'zippy', 'brisk', 'rattling', 'snappy', 'lively', 'merry']","quick and energetic","['a brisk walk in the park', 'a lively gait', 'a merry chase', 'traveling at a rattling rate', 'a snappy pace', 'a spanking breeze']"
"src0","oewn-00039452-r",0.5,1.224744871391589,6.0,"['clearly']","without doubt or question","['they were clearly lost', 'history has clearly shown the folly of that policy']"
"src0","oewn-06649049-n",0.125,0.3535533905932738,8.0,"['book', 'record', 'record book']","a compilation of the known facts regarding something or someone","[""Al Smith used to say, `Let's look at the record'"", 'his name is in all the record books']"
"src0","oewn-06582286-n",0.2,0.447213595499958,5.0,"['application', 'applications programme', 'application program']","a program that gives a computer instructions that provide the user with tools to accomplish a task","['he has tried several different word processing applications']"
"src0","oewn-06702859-n",-0.375,1.0606601717798212,8.0,"['leave']","permission to do something","['she was granted leave to speak']"
"src0","oewn-00092166-r",-1.25,1.164964745021435,8.0,"['hard', 'hardly']","slowly and with difficulty","['prejudices die hard', 'he was so dizzy he could hardly stand up straight']"
"src0","oewn-00249903-v",1.625,0.7440238091428449,8.0,"['climb']","improve one's social status","['This young man knows how to climb the social ladder']"
"src0","oewn-02012852-a",0.0,1.0,7.0,"['long', 'retentive', 'tenacious', 'recollective']","good at remembering","['a retentive mind', 'tenacious memory']"
"src0","oewn-01316789-s",-0.75,0.8864052604279183,8.0,"['unsettled']","not yet settled","['unsettled territory']"
"src0","oewn-02988070-a",-0.75,1.164964745021435,8.0,"['neurotic']","characteristic of or affected by neurosis","['neurotic disorder', 'neurotic symptoms']"
"src0","oewn-01255535-v",0.25,0.4629100498862757,8.0,"['smoothen', 'smooth']","make smooth or smoother, as if by rubbing","['smooth the surface of the wood']"
"src0","oewn-02474578-s",0.625,1.3024701806293193,8.0,"['responsible', 'creditworthy']","having an acceptable credit rating","['a responsible borrower']"
"src0","oewn-00307112-a",1.375,1.0606601717798214,8.0,"['capable']","(usually followed by `of') having capacity or ability","['capable of winning', 'capable of hard work', 'capable of walking on two feet']"
"src0","oewn-01997455-s",1.8888888888888888,0.6009252125773314,9.0,"['determined']","characterized by great determination","['a struggle against a determined enemy']"
"src0","oewn-00805750-s",0.375,0.5175491695067657,8.0,"['keen']","having a sharp cutting edge or point","['a keen blade']"
"src0","oewn-00090253-s",-1.0,1.1547005383792515,7.0,"['bothersome', 'annoying', 'pestiferous', 'plaguy', 'irritating', 'teasing', 'vexatious', 'plaguey', 'galling', 'pesky', 'vexing', 'nettlesome', 'pestering']","causing irritation or annoyance","['tapping an annoying rhythm on his glass with his fork', 'aircraft noise is particularly bothersome near the airport', 'found it galling to have to ask permission', 'an irritating delay', 'nettlesome paperwork', 'a pesky mosquito', 'swarms of pestering gnats', 'a plaguey newfangled safety catch', 'a teasing and persistent thought annoyed him', 'a vexatious child', 'it is vexing to have to admit you are wrong']"
"src0","oewn-02476989-s",-0.25,0.7071067811865476,8.0,"['upturned', 'upset', 'overturned']","having been turned so that the bottom is no longer the bottom","['an overturned car', 'the upset pitcher of milk', 'sat on an upturned bucket']"
"src0","oewn-02395612-v",0.5,1.0690449676496976,8.0,"['initiate', 'induct']","accept people into an exclusive society or group, usually with some rite","['African men are initiated when they reach puberty']"
"src0","oewn-02915678-a",0.5714285714285714,0.7867957924694432,7.0,"['supervisory']","of or limited to or involving supervision","['in a supervisory capacity']"
"src0","oewn-01665138-s",1.625,1.0606601717798212,8.0,"['effective']","ready for service","['the fort was held by about 100 effective soldiers']"
"src0","oewn-05631601-n",0.375,1.0606601717798212,8.0,"['sight', 'ken']","the range of vision","['out of sight of land']"
"src0","oewn-08257090-n",-0.25,0.7071067811865476,8.0,"['circle', 'set', 'band', 'lot']","an unofficial association of people or groups","['the smart set goes there', 'they were an angry lot']"
"src0","oewn-01055541-n",-0.5,0.8366600265340756,6.0,"['stay']","continuing or remaining in a place or state","['they had a nice stay in Paris', 'a lengthy hospital stay', 'a four-month stay in bankruptcy court']"
"src0","oewn-14031031-n",1.6666666666666667,1.5,9.0,"['agency']","the state of being in action or exerting power","['the agency of providence', 'she has free agency']"
"src0","oewn-09318244-n",1.125,0.9910312089651149,8.0,"['growth']","something grown or growing","['a growth of hair']"
"src0","oewn-13953418-n",0.625,0.7440238091428449,8.0,"['tie', 'affiliation', 'association', 'tie-up']","a social or business relationship","['a valuable financial affiliation', 'he was sorry he had to sever his ties with other members of the team', 'many close associations with England']"
"src0","oewn-01107263-v",2.125,0.8345229603962802,8.0,"['beat', 'circumvent', 'outfox', 'outsmart', 'overreach', 'outwit']","beat through cleverness and wit","['I beat the traffic', 'She outfoxed her competitors']"
"src0","oewn-10280403-n",0.7142857142857143,0.9511897312113419,7.0,"['life']","a living person","['his heroism saved a life']"
"src0","oewn-01125000-s",0.25,0.7071067811865476,8.0,"['bright']","splendid","['the bright stars of stage and screen', 'a bright moment in history', 'the bright pageantry of court']"
"src0","oewn-00864403-s",-0.25,0.7071067811865476,8.0,"['supposititious', 'suppositious', 'hypothetical', 'supposed', 'conjectural', 'divinatory', 'hypothetic', 'suppositional']","based primarily on surmise rather than adequate evidence","['theories about the extinction of dinosaurs are still highly conjectural', 'the supposed reason for his absence', 'suppositious reconstructions of dead languages', 'hypothetical situation']"
"src0","oewn-00349400-v",1.7142857142857142,0.7559289460184544,7.0,"['start', 'begin', 'lead off', 'commence']","set in motion, cause to start","['The U.S. started a war in the Middle East', 'The Iraqis began hostilities', 'begin a new chapter in your life']"
"src0","oewn-00755473-v",1.0,0.5773502691896257,7.0,"['request']","ask (a person) to do something","['I requested that she type the entire manuscript']"
"src0","oewn-02389696-v",0.625,0.7440238091428449,8.0,"['induct']","admit as a member","['We were inducted into the honor society']"
"src0","oewn-02457397-s",-0.5,1.5118578920369088,8.0,"['delicate', 'soft']","easily hurt","['soft hands', ""a baby's delicate skin""]"
"src0","oewn-00582232-s",0.875,0.8345229603962803,8.0,"['bold']","clear and distinct","['bold handwriting', 'a figure carved in bold relief', 'a bold design']"
"src0","oewn-02103691-v",0.0,1.4142135623730951,6.0,"['fall']","move in a specified direction","['The line of men fall forward']"
"src0","oewn-00818972-v",0.375,1.5059406173077154,8.0,"['admit', 'acknowledge']","declare to be true or admit the existence or reality or truth of","['He admitted his errors', 'She acknowledged that she might have forgotten']"
"src0","oewn-02851363-a",0.375,0.5175491695067657,8.0,"['vocational']","of or relating to a vocation or occupation; especially providing or undergoing training in special skills","['vocational school', 'vocational students learning to repair a motor']"
"src0","oewn-01800813-s",0.125,0.3535533905932738,8.0,"['fanciful']","having a curiously intricate quality","['a fanciful pattern with intertwined vines and flowers']"
"src0","oewn-00722772-s",0.375,1.0606601717798212,8.0,"['absolute']","not limited by law","['an absolute monarch']"
"src0","oewn-01559703-v",0.375,2.2638462845343543,8.0,"['separate', 'disunite', 'divide', 'part']","force, take, or pull apart","['He separated the fighting children', 'Moses parted the Red Sea']"
"src0","oewn-14453411-n",0.75,0.8864052604279183,8.0,"['rank']","relative status","['his salary was determined by his rank and seniority']"
"src0","oewn-00807541-a",-1.0,1.0690449676496976,8.0,"['dull']","not keenly felt","['a dull throbbing', 'dull pain']"
"src0","oewn-01721295-v",0.25,0.4629100498862757,8.0,"['play']","emit recorded sound","['The tape was playing for hours', 'the stereo was playing Beethoven when I entered']"
"src0","oewn-00750431-s",-0.2857142857142857,0.7559289460184545,7.0,"['catchy', 'tricky']","having concealed difficulty","['a catchy question', 'a tricky recipe to follow']"
"src0","oewn-00280484-s",0.0,0.0,7.0,"['glistering', 'glinting', 'scintillating', 'aglitter', 'coruscant', 'fulgid', 'glittering', 'sparkly', 'glittery', 'scintillant']","having brief brilliant points or flashes of light","['bugle beads all aglitter', 'glinting eyes', 'glinting water', 'his glittering eyes were cold and malevolent', 'shop window full of glittering Christmas trees', 'glittery costume jewelry', 'scintillant mica', 'the scintillating stars', 'a dress with sparkly sequins', ""`glistering' is an archaic term""]"
"src0","oewn-00441241-v",-0.75,1.2817398889233114,8.0,"['delay', 'retard', 'check']","slow the growth or development of","[""The brain damage will retard the child's language development""]"
"src0","oewn-08131836-n",0.0,0.0,8.0,"['section', 'department']","a specialized division of a large organization","[""you'll find it in the hardware department"", 'she got a job in the historical section of the Treasury']"
"src0","oewn-01997735-s",1.125,2.2320714274285347,8.0,"['unfaltering', 'stiff', 'unwavering', 'unshakable', 'unbendable', 'steady', 'firm', 'steadfast']","marked by firm determination or resolution; not shakable","['firm convictions', 'a firm mouth', 'steadfast resolve', 'a man of unbendable perseverence', 'unwavering loyalty']"
"src0","oewn-01869196-s",0.7142857142857143,0.4879500364742666,7.0,"['selective']","characterized by very careful or fastidious selection","['the school was very selective in its admissions']"
"src0","oewn-05928143-n",-0.14285714285714285,0.37796447300922725,7.0,"['whim', 'notion', 'whimsey', 'whimsy']","an odd or fanciful or capricious idea","['the theatrical notion of disguise is associated with disaster in his stories', 'he had a whimsy about flying to the moon', 'whimsy can be humorous to someone with time to enjoy it']"
"src0","oewn-01807900-v",1.5,0.7559289460184544,8.0,"['manipulate', 'control', 'keep in line']","maintain influence over (others or oneself) skillfully, usually to one's advantage","['She manipulates her boss', ""She is a very controlling mother and doesn't let her children grow up"", 'The teacher knew how to keep the class in line', 'she keeps in line']"
"src0","oewn-01737094-v",0.75,1.3887301496588271,8.0,"['conduct']","lead musicians in the performance of","['Bernstein conducted Mahler like no other conductor', 'she cannot conduct modern pieces']"
"src0","oewn-00041700-n",0.125,0.3535533905932738,8.0,"['relation']","(usually plural) mutual dealings or connections among persons or groups","['international relations']"
"src0","oewn-00038373-s",-0.625,1.3024701806293193,8.0,"['indolent']","(of tumors, e.g.) slow to heal or develop and usually painless","['an indolent ulcer', 'leprosy is an indolent infectious disease']"
"src0","oewn-00550143-n",0.25,0.46291004988627577,8.0,"['impression']","an impressionistic portrayal of a person","['he did a funny impression of a politician']"
"src0","oewn-13418034-n",-0.1111111111111111,1.0540925533894598,9.0,"['due']","a payment that is due (e.g., as the price of membership)","['the society dropped him for non-payment of dues']"
"src0","oewn-02140736-v",0.5,1.3093073414159542,8.0,"['reverberate', 'reflect']","to throw or bend back (from a surface)","['Sound is reflected well in this auditorium']"
"src0","oewn-00870255-v",0.75,0.4629100498862757,8.0,"['challenge']","issue a challenge to","['Fischer challenged Spassky to a match']"
"src0","oewn-00535625-v",0.25,0.7071067811865476,8.0,"['proof']","activate by mixing with water and sometimes sugar or milk","['proof yeast']"
"src0","oewn-00767176-a",0.875,0.6408699444616557,8.0,"['direct']","(of a current) flowing in one direction only","['direct current']"
"src0","oewn-02324649-v",0.375,0.5175491695067657,8.0,"['allow']","grant as a discount or in exchange","['The camera store owner allowed me $50 on my old camera']"
"src0","oewn-05766056-n",0.875,0.8345229603962802,8.0,"['experience']","the accumulation of knowledge or skill that results from direct participation in events or activities","['a man of experience', 'experience is the best teacher']"
"src0","oewn-08255384-n",0.0,0.0,8.0,"['course', 'form', 'grade', 'class']","a body of students who are taught together","['early morning classes are always sleepy']"
"src0","oewn-00028820-r",0.0,0.0,8.0,"['however']","in whatever way or manner","['Victory, however it was brought about, was sweet', 'however he did it, it was very clever']"
"src0","oewn-02364339-v",0.625,1.1877349391654208,8.0,"['get']","acquire as a result of some effort or action","['You cannot get water out of a stone', 'Where did she get these news?']"
"src0","oewn-01522469-a",0.0,0.0,8.0,"['military']","characteristic of or associated with soldiers or the military","['military uniforms']"
"src0","oewn-00514186-a",-2.25,1.0350983390135313,8.0,"['incompetent', 'unqualified']","legally not qualified or sufficient","['a wife is usually considered unqualified to testify against her husband', 'incompetent witnesses']"
"src0","oewn-00349786-r",-1.1428571428571428,0.6900655593423541,7.0,"['gingerly']","in a gingerly manner","['gingerly I raised the edge of the blanket']"
"src0","oewn-09786620-n",1.75,1.2817398889233114,8.0,"['doer', 'actor', 'worker']","a person who acts and gets things done","[""he's a principal actor in this affair"", 'when you want something done get a doer', ""he's a miracle worker""]"
"src0","oewn-00596011-a",-1.5,1.1952286093343936,8.0,"['sporadic']","recurring in scattered and irregular or unpredictable instances","['a city subjected to sporadic bombing raids']"
"src0","oewn-02486512-v",0.0,1.7320508075688772,7.0,"['criminalize', 'outlaw', 'criminalise', 'illegalize', 'illegalise']","declare illegal; outlaw","['Marijuana is criminalized in the U.S.']"
"src0","oewn-01821123-a",0.5,0.9258200997725514,8.0,"['popular']","regarded with great favor, approval, or affection especially by the general public","['a popular tourist attraction', 'a popular girl', 'cabbage patch dolls are no longer popular']"
"src0","oewn-01453492-a",0.1111111111111111,0.33333333333333337,9.0,"['found']","come upon unexpectedly or after searching","['found art', 'the lost-and-found department']"
"src0","oewn-00100305-v",1.4285714285714286,0.9759000729485332,7.0,"['work', 'work out', 'exercise']","give a workout to","['Some parents exercise their infants', 'My personal trainer works me hard', ""work one's muscles"", 'this puzzle will exercise your mind']"
"src0","oewn-02537166-v",2.25,0.46291004988627577,8.0,"['buck']","to strive with determination","['John is bucking for a promotion']"
"src0","oewn-00113132-n",1.2857142857142858,0.7559289460184544,7.0,"['push', 'pushing']","the act of applying force in order to move something away","['he gave the door a hard push', 'the pushing is good exercise']"
"src0","oewn-00632955-n",0.75,1.164964745021435,8.0,"['consultancy']","the practice of giving expert advice within a particular field","['a business management consultancy']"
"src0","oewn-05104968-n",-1.375,1.5059406173077154,8.0,"['low']","a low level or position or degree","['the stock market fell to a new low']"
"src0","oewn-13984685-n",0.0,0.5345224838248488,8.0,"['life']","the course of existence of an individual; the actions and events that occur in living","['he hoped for a new life in Australia', 'he wanted to live his own life without interference from others', 'get a life!"" ""he is trying to rebuild his life']"
"src0","oewn-01859862-s",0.125,1.1259916264596033,8.0,"['substitute', 'alternate', 'alternative']","serving or used in place of another","['an alternative plan']"
"src0","oewn-01272429-s",-0.375,1.407885953173359,8.0,"['empty-bellied', 'empty']","needing nourishment","['after skipped lunch the men were empty by suppertime', 'empty-bellied children']"
"src0","oewn-02559125-v",1.0,1.2909944487358056,7.0,"['correct', 'sort out', 'discipline']","punish in order to gain control or enforce obedience","['The teacher disciplined the pupils rather frequently']"
"src0","oewn-01102419-v",-1.125,0.9910312089651149,8.0,"['drop']","lose (a game)","['The Giants dropped 11 of their first 13']"
"src0","oewn-01685966-s",0.5,0.7559289460184545,8.0,"['set', 'laid']","set down according to a plan","['a carefully laid table with places set for four people', 'stones laid in a pattern']"
"src0","oewn-02081395-v",0.625,0.7440238091428449,8.0,"['spread out', 'expand']","extend in one or more directions","['The dough expands']"
"src0","oewn-00855604-s",0.125,0.6408699444616557,8.0,"['entitled']","qualified for by right according to law","['we are all entitled to equal protection under the law']"
"src0","oewn-01112179-n",0.14285714285714285,0.37796447300922725,7.0,"['trade', 'deal', 'business deal']","a particular instance of buying or selling","['it was a package deal', 'I had no further trade with him', ""he's a master of the business deal""]"
"src0","oewn-00014027-v",-0.5714285714285714,0.7867957924694432,7.0,"['shake', 'didder']","move with or as if with a tremor","['his hands shook']"
"src0","oewn-00158030-v",1.3333333333333333,1.118033988749895,9.0,"['advance', 'gain']","rise in rate or price","['The stock market gained 24 points today']"
"src0","oewn-02423786-v",0.42857142857142855,0.7867957924694432,7.0,"['play']","be at play; be engaged in playful activity; amuse oneself in a way characteristic of children","['The kids were playing outside all day', 'I used to play with trucks as a little girl']"
"src0","oewn-04552265-n",0.14285714285714285,0.37796447300922725,7.0,"['walkway', 'walk', 'paseo']","a path set aside for walking","['after the blizzard he shoveled the front walk']"
"src0","oewn-00793049-s",-2.0,0.9258200997725514,8.0,"['meek', 'spiritless']","evidencing little spirit or courage; overly submissive or compliant","['compliant and anxious to suit his opinions of those of others', 'a fine fiery blast against meek conformity', 'she looked meek but had the heart of a lion', 'was submissive and subservient']"
"src0","oewn-00206293-v",1.875,0.8345229603962802,8.0,"['better', 'amend', 'meliorate', 'ameliorate', 'improve']","to make better","['The editor improved the manuscript with his changes']"
"src0","oewn-00865905-s",0.0,0.5345224838248488,8.0,"['academic']","hypothetical or theoretical and not expected to produce an immediate or practical result","['an academic discussion', 'an academic question']"
"src0","oewn-02290577-s",0.0,1.4142135623730951,7.0,"['intuitive']","spontaneously derived from or prompted by a natural tendency","['an intuitive revulsion']"
"src0","oewn-00983718-a",-2.0,0.5773502691896257,7.0,"['slow']","not moving quickly; taking a comparatively long time","['a slow walker', 'the slow lane of traffic', 'her steps were slow', 'he was slow in reacting to the news', 'slow but steady growth']"
"src0","oewn-04652076-n",1.625,1.3024701806293193,8.0,"['eagerness', 'zeal', 'readiness', 'forwardness']","prompt willingness","['readiness to continue discussions', 'they showed no eagerness to spread the gospel', 'they disliked his zeal in demonstrating his superiority', 'he tried to explain his forwardness in battle']"
"src0","oewn-10700507-n",0.75,1.0350983390135313,8.0,"['survivor']","one who outlives another","['he left his farm to his survivors']"
"src0","oewn-01905653-v",0.375,0.5175491695067657,8.0,"['trot']","cause to trot","['She trotted the horse home']"
"src0","oewn-02066560-v",0.0,0.5345224838248488,8.0,"['bend', 'stoop', 'crouch', 'bow']","bend one's back forward from the waist on down","['he crouched down', 'She bowed before the Queen', ""The young man stooped to pick up the girl's purse""]"
"src0","oewn-06355341-n",0.125,0.3535533905932738,8.0,"['heading', 'header', 'head']","a line of text serving to indicate what the passage below it is about","['the heading seemed to have little to do with the text']"
"src0","oewn-01093838-v",0.25,2.815771906346718,8.0,"['oppose', 'fight back', 'defend', 'fight', 'fight down']","fight against or resist strongly","['The senator said he would oppose the bill', ""Don't fight it!""]"
"src0","oewn-02347411-s",1.75,1.0350983390135313,8.0,"['leading', 'preeminent']","greatest in importance or degree or significance or achievement","[""the country's leading poet"", 'a preeminent archeologist']"
"src0","oewn-00035578-a",1.8888888888888888,0.7817359599705715,9.0,"['active']","full of activity or engaged in continuous activity","['an active seaport', 'an active bond market', 'an active account']"
"src0","oewn-02653599-v",0.625,1.302470180629319,8.0,"['run', 'die hard', 'persist', 'prevail', 'endure']","continue to exist","['These stories die hard', 'The legend of Elvis endures']"
"src0","oewn-01965708-a",0.14285714285714285,0.37796447300922725,7.0,"['registered']","(of animals) officially recorded with or certified by a recognized breed association; especially in a stud book","['a registered Percheron']"
"src0","oewn-06226571-n",0.5,1.0690449676496976,8.0,"['reaction']","extreme conservatism in political or social matters","['the forces of reaction carried the election']"
"src0","oewn-05172200-n",-0.625,0.9161253813129042,8.0,"['catch', 'gimmick']","a drawback or difficulty that is not readily evident","[""it sounds good but what's the catch?""]"
"src0","oewn-02596409-v",0.0,1.3093073414159542,8.0,"['take']","develop a habit","['He took to visiting bars']"
"src0","oewn-00051936-a",-2.375,0.7440238091428449,8.0,"['inadequate', 'unequal']","lacking the requisite qualities or resources to meet a task","['inadequate training', 'the staff was inadequate', 'she was unequal to the task']"
"src0","oewn-14483408-n",1.0,1.118033988749895,9.0,"['finish', 'refinement', 'polish', 'culture', 'cultivation']","a highly developed state of perfection; having a flawless or impeccable quality","['they performed with great polish', 'I admired the exquisite refinement of his prose', 'almost an inspiration which gives to all work that finish which is almost art']"
"src0","oewn-02534046-v",-2.25,0.8864052604279183,8.0,"['fail', 'go wrong', 'miscarry']","be unsuccessful","[""Where do today's public schools fail?"", 'The attempt to rescue the hostages failed miserably']"
"src0","oewn-13271441-n",0.625,1.0606601717798212,8.0,"['money']","wealth reckoned in terms of money","['all his money is in real estate']"
"src0","oewn-05044772-n",1.0,1.1952286093343936,8.0,"['top']","the greatest possible intensity","['he screamed at the top of his lungs']"
"src0","oewn-00200706-s",0.75,0.7071067811865476,8.0,"['directional', 'directive', 'directing', 'guiding']","showing the way by conducting or leading; imposing direction on","[""felt his mother's directing arm around him"", 'the directional role of science on industrial progress']"
"src0","oewn-02325354-v",0.42857142857142855,0.7867957924694432,7.0,"['charge', 'bill']","demand payment","['Will I get charged for this service?', 'We were billed for 4 nights in the hotel, although we stayed only 3 nights']"
"src0","oewn-00332787-s",-0.5,0.9258200997725514,8.0,"['fringy', 'marginal']","at or constituting a border or edge","['the marginal strip of beach']"
"src0","oewn-00279417-a",0.375,0.7440238091428449,8.0,"['bright']","emitting or reflecting light readily or in large amounts","['the sun was bright and hot', 'a bright sunlit room']"
"src0","oewn-00610056-v",0.875,0.6408699444616557,8.0,"['know']","be able to distinguish, recognize as being different","['The child knows right from wrong']"
