"id0","lemmas","definition","examples","antonym_ids","antonym_lemmas","antonym_defs","antonym_examples"
"oewn-01419359-a","['lineal', 'direct']","in a straight unbroken line of descent from parent to child","['lineal ancestors', 'lineal heirs', 'a direct descendant of the king', 'direct heredity']","['oewn-01420079-a']","[['collateral', 'indirect']]","['descended from a common ancestor but through different lines']","[['cousins are collateral relatives', 'an indirect descendant of the Stuarts']]"
"oewn-02294039-v","['clear']","be debited and credited to the proper bank accounts","['The payment should clear within 2 business days']","['oewn-02259731-v']","[['bounce']]","['come back after being refused']","[['the check bounced']]"
"oewn-01739985-a","['patient']","enduring trying circumstances with even temper or characterized by such endurance","['a patient smile', 'was patient with the children', 'an exact and patient scientist', 'please be patient']","['oewn-01741490-a']","[['impatient']]","['restless or short-tempered under delay or opposition']","[['impatient with the slower students', 'impatient of criticism']]"
"oewn-00237570-r","['expeditiously', 'efficiently']","with efficiency; in an efficient manner","['he functions efficiently']","['oewn-00237747-r']","[['inefficiently']]","['in an inefficient manner']","[['he dealt inefficiently with the crisis']]"
"oewn-00169098-r","['unsuccessfully']","without success","['she tried unsuccessfully to persuade him to buy a new car']","['oewn-00120824-r']","[['successfully']]","['with success; in a successful manner']","[['she performed the surgery successfully']]"
"oewn-07333703-n","['success']","an event that accomplishes its intended purpose","[""let's call heads a success and tails a failure"", 'the election was a remarkable success for the Whigs']","['oewn-07332364-n']","[['failure']]","['an event that does not accomplish its intended purpose']","[['the surprise party was a complete failure']]"
"oewn-00308813-a","['capable']","(followed by `of') having the temperament or inclination for","['no one believed her capable of murder']","['oewn-00308986-a']","[['incapable']]","[""(followed by `of') not having the temperament or inclination for""]","[['simply incapable of lying']]"
"oewn-00097310-r","['up']","to a more central or a more northerly place","['was transferred up to headquarters', 'up to Canada for a vacation']","['oewn-00096162-r']","[['down']]","['away from a more central or a more northerly place']","[['was sent down to work at the regional office', 'worked down on the farm', 'came down for the wedding', 'flew down to Florida']]"
"oewn-02092595-a","['scrupulous']","having scruples; arising from a sense of right and wrong; principled","['less scrupulous producers sent bundles that were deceptive in appearance']","['oewn-02093044-a']","[['unscrupulous']]","['without scruples or principles']","[['unscrupulous politicos who would be happy to sell...their country in order to gain power']]"
"oewn-02418610-v","['work']","exert oneself by doing mental or physical work for a purpose or out of necessity; work","['I will work hard to improve my grades', 'she worked hard for better living conditions for the poor']","['oewn-02422604-v']","[['slug', 'idle', 'stagnate', 'laze']]","['be idle; exist in a changeless situation']","[['The old man sat and stagnated on his porch', 'He slugged in bed all morning']]"
"oewn-00865514-a","['theoretical']","concerned with theories rather than their practical applications","['theoretical physics']","['oewn-00866236-a']","[['applied']]","['concerned with concrete problems or data rather than with fundamental principles']","[['applied physics', 'applied psychology', 'technical problems in medicine, engineering, economics and other applied disciplines']]"
"oewn-01228271-a","['truthful', 'true']","expressing or given to expressing the truth","['a true statement', 'gave truthful testimony', 'a truthful person']","['oewn-01228771-a']","[['untruthful']]","['not expressing or given to expressing the truth']","[['the statement given under oath was untruthful', 'an untruthful person']]"
"oewn-14444543-n","['association']","the state of being connected together as in memory or imagination","['his association of his father with being beaten was too strong to break']","['oewn-14444777-n']","[['disassociation']]","['the state of being unconnected in memory or imagination']","[['I could not think of him in disassociation from his wife']]"
"oewn-00250565-v","['age']","make older","['The death of his child aged him tremendously']","['oewn-00251763-v']","[['rejuvenate']]","['make younger or more youthful']","[['The contact with his grandchildren rejuvenated him']]"
"oewn-01090234-a","['empty']","holding or containing nothing","['an empty glass', 'an empty room', 'full of empty seats', 'empty hours']","['oewn-01086845-a']","[['full']]","['containing as much or as many as is possible or normal']","[['a full glass', 'a sky full of stars', 'a full life', 'the auditorium was full to overflowing']]"
"oewn-00205350-r","['correctly', 'right', 'aright']","in an accurate manner","['the flower had been correctly depicted by his son', 'he guessed right']","['oewn-00205553-r']","[['wrong', 'incorrectly', 'wrongly']]","['in an incorrect manner']","[['he decided to reveal the details only after other sources had reported them incorrectly', 'she guessed wrong']]"
"oewn-01712702-a","['paid']","marked by the reception of pay","['paid work', 'a paid official', 'a paid announcement', 'a paid check']","['oewn-01714268-a']","[['unpaid']]","['not paid']","[['unpaid wages', 'an unpaid bill']]"
"oewn-02618797-v","['attend', 'go to']","be present at (meetings, church services, university), etc.","['She attends class regularly', 'I rarely attend services at my church', 'did you go to the meeting?']","['oewn-02619707-v']","[['miss']]","['fail to attend an event or activity']","[['I missed the concert', 'He missed school for a week']]"
"oewn-02469730-a","['true']","consistent with fact or reality; not false","['the story is true', 'it is undesirable to believe a proposition when there is no ground whatever for supposing it true', 'the true meaning of the statement']","['oewn-02470951-a']","[['false']]","['not in accordance with the fact or reality or actuality']","[['gave false testimony under oath', 'false tales of bravery']]"
"oewn-00924255-a","['exciting']","creating or arousing excitement","['an exciting account of her trip']","['oewn-00925835-a']","[['unexciting']]","['not exciting']","[['an unexciting novel', 'lived an unexciting life']]"
"oewn-00080266-r","['above', 'supra']","(in writing) at an earlier place","['see above']","['oewn-00080132-r']","[['infra', 'below']]","['(in writing) at a later place']","[['see below', 'vide infra']]"
"oewn-01319176-a","['inhibited']","held back or restrained or prevented","['in certain conditions previously inhibited conditioned reactions can reappear']","['oewn-01319966-a']","[['uninhibited']]","['not inhibited or restrained']","[['uninhibited exuberance']]"
"oewn-01231893-a","['hopeless']","without hope because there seems to be no possibility of comfort or success","['in an agony of hopeless grief', 'with a hopeless sigh he sat down']","['oewn-01231403-a']","[['hopeful']]","['having or manifesting hope']","[['a line of people hopeful of obtaining tickets', 'found a hopeful way of attacking the problem']]"
"oewn-00227588-r","['small']","on a small scale","['think small']","['oewn-00227509-r']","[['big']]","['on a grand scale']","[['think big']]"
"oewn-00806464-v","['disagree', 'differ', 'dissent', 'take issue']","be of different opinions","['I beg to differ!', 'She disagrees with her husband on many questions']","['oewn-00807038-v']","[['concord', 'hold', 'agree', 'concur']]","['be in accord; be in agreement']","[['We agreed on the terms of the settlement', ""I can't agree with you!"", 'I hold with those who say life is sacred', 'Both philosophers concord on this point']]"
"oewn-00039705-a","['inactive', 'passive']","lacking in energy or will","['Much benevolence of the passive order may be traced to a disinclination to inflict pain upon oneself']","['oewn-00038863-a']","[['active']]","['disposed to take action or effectuate change']","[['a director who takes an active interest in corporate operations', 'an active antagonism', 'he was active in drawing attention to their grievances']]"
"oewn-02496610-a","['rising']","advancing or becoming higher or greater in degree or value or status","['a rising trend', 'a rising market']","['oewn-02496922-a']","[['falling']]","['becoming lower or less in degree or value']","[['a falling market', 'falling incomes']]"
"oewn-01760139-a","['temporary', 'impermanent']","not permanent; not lasting","['politics is an impermanent factor of life', 'impermanent palm cottages', 'a temporary arrangement', 'temporary housing']","['oewn-01758923-a']","[['permanent', 'lasting']]","['continuing or enduring without marked change in status or condition or place']","[['permanent secretary to the president', 'permanent address', 'literature of permanent value']]"
"oewn-14027802-n","['motion']","a state of change","['they were in a state of steady motion']","['oewn-14029664-n']","[['lifelessness', 'stillness', 'motionlessness']]","['a state of no motion or movement']","[['the utter motionlessness of a marble statue']]"
"oewn-07488581-n","['triumph', 'victory']","a successful ending of a struggle or contest","['a narrow victory', ""the general always gets credit for his army's victory"", 'clinched a victory', 'convincing victory', 'the agreement was a triumph for common sense']","['oewn-07490504-n']","[['defeat', 'licking']]","['an unsuccessful ending to a struggle or contest']","[['it was a narrow defeat', ""the army's only defeat"", 'they suffered a convincing licking']]"
"oewn-02290922-a","['induced']","brought about or caused; not spontaneous","['a case of steroid-induced weakness']","['oewn-02290110-a']","[['spontaneous', 'self-generated']]","['happening or arising without apparent external cause']","[['spontaneous laughter', 'spontaneous combustion', 'a spontaneous abortion']]"
"oewn-00042168-r","['specifically']","in distinction from others","['a program specifically for teenagers', 'he is interested specifically in poisonous snakes']","['oewn-00042364-r']","[['in general', 'in the main', 'generally']]","['without distinction of one from others']","[['he is interested in snakes in general']]"
"oewn-00293803-a","['busy']","actively or fully engaged or occupied","['busy with her work', 'a busy man', 'too busy to eat lunch']","['oewn-00295041-a']","[['idle']]","['not in action or at work']","[['an idle laborer', 'idle drifters', 'the idle rich', 'an idle mind']]"
"oewn-02298730-a","['stable']","resistant to change of position or condition","['a stable ladder', 'a stable peace', 'a stable relationship', 'stable prices']","['oewn-02299575-a']","[['unstable']]","['lacking stability or fixity or firmness']","[['unstable political conditions', 'the tower proved to be unstable in the high wind', 'an unstable world economy']]"
"oewn-00369214-r","['explicitly']","in an explicit manner","['in his foreword Professor Clark puts it explicitly']","['oewn-00369055-r']","[['implicitly']]","['without ever expressing so clearly']","[['he implicitly assumes that you know the answer']]"
"oewn-02419189-a","['thick']","not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions","['an inch thick', 'a thick board', 'a thick sandwich', 'spread a thick layer of butter', 'thick coating of dust', 'thick warm blankets']","['oewn-02420960-a']","[['thin']]","['of relatively small extent from one surface to the opposite or in cross section']","[['thin wire', 'a thin chiffon blouse', 'a thin book', 'a thin layer of paint']]"
"oewn-00011776-a","['abstract']","existing only in the mind; separated from embodiment","[""abstract words like `truth' and `justice'""]","['oewn-00013179-a']","[['concrete']]","['capable of being perceived by the senses; not abstract or imaginary']","[['concrete objects such as trees']]"
"oewn-00186137-r","['irrationally']","in an irrational manner","['they acted irrationally']","['oewn-00186016-r']","[['rationally']]","['in a rational manner']","[['we must act rationally']]"
"oewn-02519126-v","['disadvantage', 'disfavor', 'disfavour']","put at a disadvantage; hinder, harm","['This rule clearly disadvantages me']","['oewn-02518934-v']","[['advantage']]","['give an advantage to']","[['This system advantages the rich']]"
"oewn-00612448-a","['conformist']","marked by convention and conformity to customs or rules or styles","['underneath the radical image teenagers are surprisingly conformist']","['oewn-00612640-a']","[['nonconformist', 'unconformist']]","['not conforming to some norm or socially approved pattern of behavior or thought']","[['their rabidly nonconformist deportment has made them legendary', 'the old stubborn nonconformist spirit of the early settlers']]"
"oewn-00017820-a","['acceptable']","worthy of acceptance or satisfactory","['acceptable levels of radiation', 'performances varied from acceptable to excellent']","['oewn-00018622-a']","[['unacceptable']]","['not acceptable; not welcome']","[['a word unacceptable in polite society', 'an unacceptable violation of personal freedom']]"
"oewn-00229099-a","['best']","(superlative of `good') having the most positive qualities","['the best film of the year', 'the best solution', 'the best time for planting', 'wore his best suit']","['oewn-00231222-a']","[['worst']]","[""(superlative of `bad') most wanting in quality or value or condition""]","[['the worst player on the team', 'the worst weather of the year']]"
"oewn-01874674-a","['professional']","engaged in a profession or engaging in as a profession or means of livelihood","['the professional man or woman possesses distinctive qualifications', 'began her professional career after the Olympics', 'professional theater', 'professional football', 'a professional cook', 'professional actors and athletes']","['oewn-01875320-a']","[['nonprofessional']]","['not professional; not engaged in a profession or engaging in as a profession or for gain']","[['the nonprofessional wives of his male colleagues', 'nonprofessional actors']]"
"oewn-02464331-a","['troubled']","characterized by or indicative of distress or affliction or danger or need","['troubled areas', 'fell into a troubled sleep', 'a troubled expression', 'troubled teenagers']","['oewn-02468337-a']","[['untroubled']]","['not beset by troubles or disturbance or distress']","[['seemed untroubled by doubts of any kind', 'untroubled sleep', 'a kind untroubled face']]"
"oewn-00231927-a","['better']","(comparative of `good') superior to another (of the same class or set or kind) in excellence or quality or desirability or suitability; more highly skilled than another","[""You're a better man than I am, Gunga Din"", 'a better coat', 'a better type of car', 'a suit with a better fit', 'a better chance of success', 'produced a better mousetrap', ""she's better in math than in history""]","['oewn-00232844-a']","[['worse']]","[""(comparative of `bad') inferior to another in quality or condition or desirability""]","[['this road is worse than the first one we took', 'the road is in worse shape than it was', 'she was accused of worse things than cheating and lying']]"
"oewn-01450719-v","['draw', 'pull']","cause to move by pulling","['draw a wagon', 'pull a sled']","['oewn-01875972-v']","[['force', 'push']]","['move with force']","[['He pushed the table into a corner']]"
"oewn-00244773-r","['competitively']","in competition","['the companies should bid competitively']","['oewn-00244907-r']","[['noncompetitively']]","['in a noncompetitive manner']","[['the scholarships will be awarded noncompetitively']]"
"oewn-00289551-a","['reconstructed']","adapted to social or economic change","['a reconstructed feminist']","['oewn-00289675-a']","[['unreconstructed']]","['adhering to an attitude or position widely held to be outmoded']","[['peasants are still unreconstructed small capitalists at heart', 'there are probably more unreconstructed Southerners than one would like to admit']]"
"oewn-01379820-a","['unknown']","not known","['an unknown amount', 'an unknown island', 'an unknown writer', 'an unknown source']","['oewn-01378100-a']","[['known']]","['apprehended with certainty']","[['a known quantity', 'the limits of the known world', 'a musician known throughout the world', 'a known criminal']]"
"oewn-02462670-a","['tracked']","having tracks","['new snow tracked by rabbits', 'tracked vehicles']","['oewn-02463135-a']","[['trackless']]","['having no tracks']","[['a trackless trolley', 'the trackless snowy meadow']]"
"oewn-00013179-a","['concrete']","capable of being perceived by the senses; not abstract or imaginary","['concrete objects such as trees']","['oewn-00011776-a']","[['abstract']]","['existing only in the mind; separated from embodiment']","[[""abstract words like `truth' and `justice'""]]"
"oewn-00318413-r","['yieldingly', 'obediently']","in an obedient manner","['obediently she slipped off her right shoe and stocking']","['oewn-00318598-r']","[['disobediently']]","['in a disobedient manner']","[['he went ahead disobediently and did what his supervisor had warned him not to do']]"
"oewn-02579686-a","['wise']","having or prompted by wisdom or discernment","['a wise leader', 'a wise and perceptive comment']","['oewn-02580838-a']","[['foolish']]","['devoid of good sense or judgment']","[['foolish remarks', 'a foolish decision']]"
"oewn-01612560-a","['noticed']","being perceived or observed","['an easily noticed effect on the rate of growth']","['oewn-01612846-a']","[['unnoticed']]","['not noticed']","[['hoped his departure had passed unnoticed']]"
"oewn-00810082-a","['dull']","lacking in liveliness or animation","['he was so dull at parties', 'a dull political campaign', 'a large dull impassive man', 'dull days with nothing to do', 'how dull and dreary the world is', 'fell back into one of her dull moods']","['oewn-00808265-a']","[['lively']]","['full of life and energy']","[['a lively discussion', 'lively and attractive parents', 'a lively party']]"
"oewn-00804397-a","['sharp']","having or made by a thin edge or sharp point; suitable for cutting or piercing","['a sharp knife', 'a pencil with a sharp point']","['oewn-00803819-a']","[['dull']]","['not having a sharp edge or point']","[['the knife was too dull to be of any use']]"
"oewn-01835473-v","['move']","move so as to change position, perform a nontranslational motion","['He moved his hand slightly to the right']","['oewn-01838427-v']","[['stand still']]","['remain in place; hold still; remain fixed or immobile']","[['Traffic stood still when the funeral procession passed by']]"
"oewn-00223926-v","['weaken']","become weaker","[""The prisoner's resistance weakened after seven days""]","['oewn-00220887-v']","[['strengthen']]","['gain strength']","[['His body strengthened']]"
"oewn-01328729-a","['illuminating', 'enlightening', 'informative']","tending to increase knowledge or dissipate ignorance","['an enlightening glimpse of government in action', 'an illuminating lecture']","['oewn-01328965-a']","[['unenlightening', 'unilluminating']]","['failing to inform or clarify']","[['an unenlightening comment']]"
"oewn-00067647-a","['advisable']","worthy of being recommended or suggested; prudent or wise","['such action is neither necessary nor advisable', 'extreme caution is advisable', 'it is advisable to telephone first']","['oewn-00068376-a']","[['unadvisable', 'inadvisable']]","['not prudent or wise; not recommended']","[['running on the ice is inadvisable']]"
"oewn-00715072-v","['link up', 'connect', 'link', 'tie in', 'relate', 'associate', 'colligate']","make a logical or causal connection","['I cannot connect these two pieces of evidence in my mind', 'colligate these facts', 'I cannot relate these events at all']","['oewn-00716178-v']","[['decouple', 'dissociate']]","['regard as unconnected']","[['you must dissociate these two events!', 'decouple our foreign policy from ideology']]"
"oewn-01600178-a","['unnatural', 'abnormal']","not normal; not typical or usual or regular or conforming to a norm","['abnormal powers of concentration', 'abnormal amounts of rain', 'abnormal circumstances', 'an abnormal interest in food']","['oewn-01598231-a']","[['normal']]","['conforming with or constituting a norm or standard or level or type or social norm; not abnormal']","[['serve wine at normal room temperature', 'normal diplomatic relations', 'normal working hours', 'normal word order', 'normal curiosity', 'the normal course of events']]"
"oewn-00290231-a","['unbroken']","not broken; whole and intact; in one piece","['fortunately the other lens is unbroken']","['oewn-00289948-a']","[['broken']]","['physically and forcibly separated into pieces or cracked or split']","[['a broken mirror', 'a broken tooth', 'a broken leg', 'his neck is broken']]"
"oewn-02537893-a","['unwanted']","not wanted; not needed","['tried to give away unwanted kittens']","['oewn-02537084-a']","[['wanted']]","['desired or wished for or sought']","[[""couldn't keep her eyes off the wanted toy"", 'a wanted criminal', 'a wanted poster']]"
"oewn-08414632-n","['hostile']","troops belonging to the enemy's military forces","['the platoon ran into a pack of hostiles']","['oewn-08414446-n']","[['friendly']]","['troops belonging to or allied with your own military forces']","[['friendlies came to their rescue']]"
"oewn-07384870-n","['fall']","a movement downward","['the rise and fall of the tides']","['oewn-07460080-n']","[['rise', 'ascent', 'ascension', 'rising']]","['a movement upward; rise above the ground']","[['they cheered the rise of the hot-air balloon']]"
"oewn-00299667-r","['decisively']","with finality; conclusively","['the voted settled the argument decisively']","['oewn-00299814-r']","[['indecisively']]","['without finality; inconclusively']","[['the battle ended indecisively; neither side had clearly won but neither side admitted defeat']]"
"oewn-01112409-a","['technical']","characterizing or showing skill in or specialized knowledge of applied arts and sciences","['a technical problem', 'highly technical matters hardly suitable for the general public', 'a technical report', 'producing the A-bomb was a challenge to the technical people of this country', 'technical training', 'technical language']","['oewn-01112807-a']","[['untechnical', 'nontechnical']]","['not characteristic of or skilled in applied arts and sciences']","[['nontechnical aspects of the job', 'nontechnical training', 'an untechnical reader', 'in clear effective nontechnical language']]"
"oewn-00493222-r","['dishonorably']","in a dishonorable manner","['he acted dishonorably']","['oewn-00493074-r']","[['honorably', 'uprightly']]","['in an honorable manner']","[['he acted honorably']]"
"oewn-00700633-a","['defined']","clearly characterized or delimited","['lost in a maze of words both defined and undefined', 'each child has clearly defined duties']","['oewn-00700834-a']","[['undefined', 'vague']]","['not precisely limited, determined, or distinguished']","[['an undefined term', 'undefined authority', 'some undefined sense of excitement', 'vague feelings of sadness', 'a vague uneasiness']]"
"oewn-00191603-a","['cognisant', 'aware', 'cognizant']","(sometimes followed by `of') having or showing knowledge or understanding or realization or perception","[""was aware of his opponent's hostility"", 'became aware of her surroundings', 'aware that he had exceeded the speed limit']","['oewn-00193091-a']","[['incognizant', 'unaware']]","[""(often followed by `of') not aware""]","[['seemed unaware of the scrutiny', 'unaware of the danger they were in', 'unaware of the newborn hope', ""the most unaware person I've known""]]"
"oewn-00316726-r","['dishonorably']","with dishonor","['he was dishonorably discharged']","['oewn-00316850-r']","[['honorably', 'honourably']]","['with honor']","[['he was honorably discharged after many years of service']]"
"oewn-01765456-a","['permissible', 'allowable']","that may be permitted especially as according to rule","['permissible behavior in school', 'a permissible tax deduction']","['oewn-01765698-a']","[['impermissible']]","['not permitted']","[['impermissible behavior']]"
"oewn-01394303-a","['little', 'small']","limited or below average in number or quantity or magnitude or extent","['a little dining room', 'a little house', 'a small car', 'a little (or small) group']","['oewn-01385012-a']","[['big', 'large']]","['above average in size or number or quantity or magnitude or extent']","[['a large city', 'set out for the big city', 'a large sum', 'a big (or large) barn', 'a large family', 'big businesses', 'a big expenditure', 'a large number of newspapers', 'a big group of scientists', 'large areas of the world']]"
"oewn-01825985-a","['confirming', 'positive']","indicating existence or presence of a suspected condition or pathogen","['a positive pregnancy test']","['oewn-01826365-a']","[['negative', 'disconfirming']]","['not indicating the presence of microorganisms or disease or a specific condition']","[['the HIV test was negative']]"
"oewn-00602465-a","['uncontrolled']","not being under control; out of control","['the greatest uncontrolled health problem is AIDS', 'uncontrolled growth']","['oewn-00601323-a']","[['controlled']]","['restrained or managed or kept within certain bounds']","[['controlled emotions', 'the controlled release of water from reservoirs']]"
"oewn-01905427-a","['imprudent']","not prudent or wise","['very imprudent of her mother to encourage her in such silly romantic ideas', 'would be imprudent for a noneconomist to talk about the details of economic policy']","['oewn-01904196-a']","[['prudent']]","['careful and sensible; marked by sound judgment']","[['a prudent manager', 'prudent rulers', 'prudent hesitation', 'more prudent to hide than to fight']]"
"oewn-01029528-a","['sturdy', 'inflexible', 'uncompromising']","not making concessions","['took an uncompromising stance in the peace talks', 'uncompromising honesty']","['oewn-01029877-a']","[['flexible', 'compromising', 'conciliatory']]","['making or willing to make concessions']","[['loneliness tore through him...whenever he thought of...even the compromising Louis du Tillet']]"
"oewn-01102556-v","['win']","be the winner in a contest or competition; be victorious","['He won the Gold Medal in skating', 'Our home team won', 'Win the game']","['oewn-01102003-v']","[['lose']]","['fail to win']","[['We lost the battle but we won the war']]"
"oewn-04651869-n","['willingness']","cheerful compliance","['he expressed his willingness to help']","['oewn-04652956-n']","[['involuntariness', 'unwillingness']]","['the trait of being unwilling']","[['his unwillingness to cooperate vetoed every proposal I made', 'in spite of our warnings he plowed ahead with the involuntariness of an automaton']]"
"oewn-00636902-a","['corrected']","having something undesirable neutralized","['with glasses her corrected vision was 20:20']","['oewn-00637476-a']","[['uncorrected']]","['left faulty or wrong']","[['uncorrected astigmatism']]"
"oewn-00466504-a","['coherent', 'logical', 'ordered', 'consistent']","marked by an orderly, logical, and aesthetically consistent relation of parts","['a coherent argument']","['oewn-00466953-a']","[['incoherent']]","['without logical or meaningful connection']","[['a turgid incoherent presentation']]"
"oewn-00713705-a","['demanding']","requiring more than usually expected or thought due; especially great patience and effort and skill","['found the job very demanding', 'a baby can be so demanding']","['oewn-00714994-a']","[['undemanding']]","['requiring little if any patience or effort or skill']","[['the pay was adequate and the job undemanding', 'simple undemanding affection', 'an undemanding boss']]"
"oewn-02328781-a","['strong']","having strength or power greater than average or expected","['a strong radio signal', 'strong medicine', 'a strong man']","['oewn-02332106-a']","[['weak']]","['wanting in physical strength']","[['a weak pillar']]"
"oewn-01309228-a","['informed']","having much knowledge or education","['an informed public', 'informed opinion', 'the informed customer']","['oewn-01311380-a']","[['uninformed']]","['not informed; lacking in knowledge or information']","[['the uninformed public']]"
"oewn-00434185-v","['wax', 'mount', 'rise', 'climb']","go up or advance","['Sales were climbing after prices were lowered']","['oewn-00434886-v']","[['wane']]","['become smaller']","[['Interest in his novels waned']]"
"oewn-01582180-a","['natural']","(of a musical note) being neither raised nor lowered by one chromatic semitone","['a natural scale', 'B natural']","['oewn-01582381-a', 'oewn-01582560-a']","[['sharp'], ['flat']]","['(of a musical note) raised in pitch by one chromatic semitone', '(of a musical note) lowered in pitch by one chromatic semitone']","[['C sharp'], ['B flat']]"
"oewn-01021817-v","['reassure']","give reassurance to; give or restore confidence in; cause to feel sure or certain","['I reassured him that we were safe']","['oewn-01769760-v']","[['vex', 'worry']]","['disturb the peace of mind of; afflict with mental agitation or distress']","[[""I cannot sleep--my daughter's health is worrying me""]]"
"oewn-01495137-a","['mature']","characteristic of maturity","['mature for her age']","['oewn-01495542-a']","[['immature']]","['characteristic of a lack of maturity']","[['immature behavior']]"
"oewn-02771422-v","['take in', 'absorb']","suck or take up or in","['A black star absorbs all matter']","['oewn-02773266-v']","[['give off', 'give out', 'emit']]","['give off, send forth, or discharge; as of light, heat, or radiation, vapor, etc.']","[['The ozone layer blocks some harmful rays which the sun emits']]"
"oewn-00986764-a","['fast']","(used of timepieces) indicating a time ahead of or later than the correct time","['my watch is fast']","['oewn-00986913-a']","[['slow']]","['(used of timepieces) indicating a time earlier than the correct time']","[['the clock is slow']]"
"oewn-00617464-v","['take out', 'exclude', 'leave off', 'leave out', 'omit', 'except']","prevent from being included or considered or accepted","['The bad results were excluded from the report', 'Leave off the top piece']","['oewn-00686739-v']","[['include']]","['consider as part of something']","[['I include you in the list of culprits']]"
"oewn-00093535-r","['conclusively', 'once and for all']","in a conclusive way","['we settled the problem conclusively']","['oewn-00093689-r']","[['inconclusively']]","['not conclusively']","[['the meeting ended inconclusively']]"
"oewn-00757628-a","['diligent']","characterized by care and perseverance in carrying out tasks","['a diligent detective investigates all clues', 'a diligent search of the files']","['oewn-00758394-a']","[['negligent']]","['characterized by neglect and undue lack of concern']","[['negligent parents', 'negligent of detail', 'negligent in his correspondence']]"
"oewn-01561513-a","['most']","(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number","['who has the most apples?', 'most people like eggs', 'most fishes have fins']","['oewn-01561779-a']","[['fewest']]","[""(superlative of `few' used with count nouns and usually preceded by `the') quantifier meaning the smallest in number""]","[['the fewest birds in recent memory']]"
"oewn-02496922-a","['falling']","becoming lower or less in degree or value","['a falling market', 'falling incomes']","['oewn-02496610-a']","[['rising']]","['advancing or becoming higher or greater in degree or value or status']","[['a rising trend', 'a rising market']]"
"oewn-04773314-n","['simplicity', 'simpleness']","the quality of being simple or uncompounded","['the simplicity of a crystal']","['oewn-04773530-n']","[['complexness', 'complexity']]","['the quality of being intricate and compounded']","[['he enjoyed the complexity of modern computers']]"
"oewn-02454205-v","['exclude', 'shut', 'keep out', 'shut out']","prevent from entering; shut out","['The trees were shutting out all sunlight', 'This policy excludes people who have a criminal record from entering the country']","['oewn-02454712-v']","[['include', 'admit', 'let in']]","['allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of']","[['admit someone to the profession', 'She was admitted to the New Jersey Bar']]"
"oewn-00327717-r","['efficaciously', 'effectively']","in an effective manner","['these are real problems that can be dealt with most effectively by rational discussion']","['oewn-00327957-r']","[['ineffectively', 'inefficaciously']]","['in an ineffective manner']","[['he dealt with the problem rather ineffectively']]"
"oewn-00359085-v","['pass', 'choke', 'conk', 'die', 'go', 'expire', 'pop off', 'exit', 'pass away', ""cash in one's chips"", 'kick the bucket', 'croak', 'drop dead', 'buy the farm', 'decease', 'snuff it', 'give-up the ghost', 'perish']","pass from physical life and lose all bodily attributes and functions necessary to sustain life","['She died from cancer', 'The children perished in the fire', 'The patient went peacefully', 'The old guy kicked the bucket at the age of 102']","['oewn-00361585-v']","[['be born']]","['come into existence through birth']","[['She was born on a farm']]"
"oewn-00290665-a","['unbroken', 'kept']","(especially of promises or contracts) not violated or disregarded","['unbroken promises', 'promises kept']","['oewn-00290460-a']","[['unkept', 'broken']]","['(especially of promises or contracts) having been violated or disregarded']","[['broken (or unkept) promises', 'broken contracts']]"
"oewn-00301542-v","['dispose', 'qualify']","make fit or prepared","['Your education qualifies you for this job']","['oewn-00302119-v']","[['indispose', 'unfit', 'disqualify']]","['make unfit or unsuitable']","[['Your income disqualifies you']]"
"oewn-00576415-a","['priestly', 'priestlike']","befitting or characteristic of a priest or the priesthood","['priestly dedication to the people of his parish']","['oewn-00576609-a']","[['unpriestly']]","['not priestly; unbefitting a priest']","[['unpriestly behavior']]"
"oewn-02372362-v","['act', 'move']","perform an action, or work out or perform (an action)","['think before you act', 'We must move quickly', 'The governor should act on the new energy bill', 'The nanny acted quickly by grabbing the toddler and covering him with a wet towel']","['oewn-02731589-v']","[['forbear', 'refrain']]","['resist doing something']","[['He refrained from hitting him back', 'she could not forbear weeping']]"
"oewn-00571832-a","['unconquerable']","not capable of being conquered or vanquished or overcome","['a tribute to his courage...and his unconquerable will', 'faced unconquerable difficulties']","['oewn-00571354-a']","[['conquerable']]","['subject to being conquered or overcome']","[['knew her fears were ultimately conquerable']]"
"oewn-00689827-v","['mistrust', 'suspect', 'distrust']","regard as untrustworthy; regard with suspicion; have no faith or confidence in","['I suspect her true motives', 'she distrusts her stepmother']","['oewn-00690278-v']","[['trust']]","['have confidence or faith in']","[['We can trust in our government']]"
"oewn-04874097-n","['indecision', 'indecisiveness']","the trait of irresolution; a lack of firmness of character or purpose","[""the king's incurable indecisiveness caused turmoil in his court""]","['oewn-04871200-n']","[['decision', 'decisiveness']]","['the trait of resoluteness as evidenced by firmness of character or purpose']","[['a man of unusual decisiveness']]"
"oewn-02100585-a","['untroubled', 'unafraid', 'secure']","free from fear or doubt; easy in mind","['he was secure that nothing will be held against him']","['oewn-02100773-a']","[['insecure']]","['lacking self-confidence or assurance']","[['an insecure person lacking mental stability']]"
